,Title,Content
76,Oti Region welcomes Alan Kyerematen,"Presidential Candidate hopeful for the ruling NPP, Mr Alan Kyerematen, has received massive endorsement for his presidential ambition on his tour to the Oti region.  The former Trade and Industry Minister was welcomed on arrival to the region by a swarm of ecstatic party faithful and industry players. Alan Kyerematen is visiting the Oti region as part of his regional engagements with party faithful and loyalists throughout the country. The regional engagements offer him the opportunity to sell his presidential ambition and explain his agenda of transformation of the country to party executives, leadership delegates, as well as the general membership when given the nod to lead the party and Ghana at large in 2024. He noted for his industrial revolution and expertise in trade, has already confirmed his readiness to contest in the upcoming Presidential Primaries within the ruling NPP in a broadcast to the nation soon after he left office last month."
77,Provide data to Ghanaians to support the DDEP – Addai-Nimoh,"Aspiring flagbearer of the NPP, Ing. Francis Addai-Nimoh, has advised Finance Minister Ken Ofori-Atta that transparency is key to winning the hearts of Ghanaians as the country continues to grapple with a debt crisis.In an interview with Don Kwabena Prah on Happy 98.9 FM’s “Epa Hoa Daben” socio-political talk show, the former Member of Parliament called on Ken Ofori-Atta, to provide data to support the Domestic Debt Exchange Programme (DDEP), which requires pensioners and other bondholders to contribute to resolving Ghana’s debt crisis.Ing. Addai-Nimoh urged the Finance Minister to compare the number of pensioners who have government bonds and the quantum of their investment with the investments of other financial institutions, such as banks and insurance companies.“At the beginning, my position on the issue was for the Finance Minister to provide the number of pensioners who have government bonds. Then the quantum of their investment. It was later that I realized the investment was around 2.2b. So compare that figure with the others, the banks, the insurance companies, and others. Then ask what the effect will be if the pensioners are exempted or added. “For me, it was just simple,” he said.However, Ing. Addai-Nimoh stressed the importance of transparency in the decision-making process, saying that the Finance Minister needs to provide the public with the necessary information so they can make informed decisions and trustIng. Addai-Nimoh believes that if the Finance Minister can provide the public with the necessary information, Ghanaians will be more willing to support efforts to address the country’s debt crisis. Ultimately, transparency will be key to winning the hearts of Ghanaians, according to the aspiring flagbearer of the NPP.“When he said we needed to help him for him to help us, that was a good statement. But then submit the spare sheets with the figures, bring them to the public so that we can understand why pensioners are in there, and with that, we can determine where the effects are insignificant or not. “Without it, they can’t trust you,” he said.“They have been exempted, and it’s refreshing to know, but we shouldn’t have dragged this issue to where we go.” The figures should have been provided so we know how much the financial institutions and their investments in government bonds total. So, if we decide to exempt pensioners and the consequences are minimal and we can still manage the debt situation, why not exempt them? “”Since they’ve been exempted, I’d commend them for standing their ground and expressing their displeasure,” he added."
78,Dr Stephen Torkpo gears up to contest Akatsi North NDC primaries,"Dr Stephen Torkpo, a Senior Research Fellow at the University of Ghana, is gearing up to contest the Akatsi North National Democratic Congress (NDC) Parliamentary primaries when nominations open for the polls this February. He announced his intentions in an interview with the Ghana News Agency at Ave- Havi in the Akatsi North district of the Volta region, over the weekend. Dr Torkpo made three earlier attempts at the primaries but lost to incumbent Member of Parliament (MP), Peter Nortsu Kotoe. The Senior Research Fellow, who is making his fourth come back believes “the time is ripe for a fresh candidate with a broader appeal to the electorate – a candidate who would lead in maximising votes for the NDC in the 2024 general elections. “Having reviewed the performance of the NDC in the last two elections, I believe it is time for my elder brother, Peter Nortsu Kotoe to “throw in the towel” and allow for fresh limbs to take over.” The aspirant observed that the New Patriotic Party (NPP) made tremendous gains both in the Parliamentary and Presidential votes in Akatsi North in 2020, and still has eyes on the constituency, which calls for a new face to lead the NDC towards a resounding victory in the 2024 general elections. Dr Torkpo, a native of Ave-Havi, who is associated with several developmental efforts within the constituency in the fields of education, sports, health, agriculture, and apprenticeship support programmes among others, promised to run a campaign devoid of insults and attacks going into the primaries and to further unite the party when elected Parliamentary candidate in May. “I intend to run an open-door policy, working with all stakeholders in the party and to bring everyone on board to ensure a resounding victory for the umbrella party in the 2024 general elections,” he said. The parliamentary candidate aspirant advised all aspirants in the upcoming primaries to avoid the use of intemperate language during their campaigns. “Let’s watch our eyes when” fighting” – Ghanaians are looking up to the NDC to save the country, and we cannot afford to disappoint them,” Dr Torkpo said."
79,"If I were Akufo-Addo, I would've axed Ofori-Atta - Apraku reiterates","Dr Konadu Apraku, a flagbearer hopeful of the New Patriotic Party (NPP), says ""if I were the President, I would have listened to the MPs and removed Ofori-Atta’’.Speaking on GTV, he explained that “in politics, you have to be sensitive to public opinion. Sometimes, it may not be the truth, but that is the sentiments, and the sentiments of the people need to be examined, and acted upon if it is possible. ""It’s a great deal for the NPP MPs to come out there to say they don’t want our Finance Minister, their own Finance Minister that they have worked with in the past’’.According to him, “in democracy, we have to be sensitive to the people. Lack of action exacerbates the problem, so you cut it off and cut your losses and I would have cut my losses and said please you have done enough, the environment is hostile to you so go. I would have changed him”."
80,Alan Kyerematen and Dambai traditional leaders show respect to Christian Atsu,"Former trade and industry minister, Alan Kyerematen, joined the world in paying tribute to the memory of late Ghana international player, Christian Atsu, as he began a tour of the Oti region on Sunday, February 19, 2023. Alan Kyerematen joined the Dambai traditional leaders in observing a minute's silence before heaping kind words on the former Ghana international during a courtesy call on the chiefs and people at the Dambai Palace at the start of his tour.He described the former Chelsea, Newcastle United, and Bournemouth player as a national asset and a good ambassador of the country. Kyerematen added that Atsu was a team player and urged all Ghanaians to emulate the imprints of the late Hatayaspor forward.Atsu was among those killed in the recent earthquake that devastated Turkey and Syria, in which about 46,000 lives gave so far been   lost in both countries. Recounting some achievements of the government in the region, Alan Kyerematen mentioned the flagship project of 1D1F, which he championed in an effort to create jobs for the youth.The presidential candidate hopeful appealed to the people to offer their maximum support to his presidential ambition since he has the record of creating jobs and ensuring the welfare of the people. He recounted his initiatives 22 years ago under President John Agyekum Kufuor in respect of garment, oil palm plantation, and salt industries."
81,Ken Agyapong backs KT Hammond at vetting,"The Member of Parliament for Assin Central, Kennedy Agyapong, has been spotted in the company of the entourage that showed up in parliament to support the vetting of Kobina Tahir Hammond. KT Hammond is before the Appointments Committee of Parliament over his nomination by President Nana Addo Dankwa Akufo-Addo as the Minister of Trade and Industry-designate. His appointment came after Alan Kyerematen resigned to focus on his presidential ambitions, after serving in that capacity from January 2017 to January 2023.In photos that GhanaWeb captured during the vetting, the Assin Central MP is seen walking into the hall with the entourage that had come in to support the minister-designate. See the photos below:You can also watch this episode of People & Places here:AE/OGB"
82,We will not subscribe to a consensus vote at the level of the Appointments Committee - Minority,"The minority has said it’s members will not subscribe to a consensus vote at the level of the Appointments Committee. According to Dr Cassiel Ato Forson, this will ensure that the issue of new minister nominations by the president is brought before the full House for a vote to be taken in secret. Speaking at a press conference before the vetting of the newly appointed ministers and deputies, the minority said; “We in the Minority wish to make it clear that we remain committed to ensuring greater scrutiny and will spare no effort to protect the public purse. In line with this, we are taking part in the vetting process so that at the very minimum, we can scrutinize the President's decision in bringing up those nominees. “The Minority will not subscribe to a consensus vote at the level of the Appointments Committee. This will ensure that the matter is brought before the full House for a vote to be taken in secret,” Ato Forson said. The National Democratic Congress (NDC) has directed the minority caucus in parliament not to approve any of the new ministerial nominees appointed by the president. According to party, the caucus should rather push for a reduction in the size of government with a view to reduce the needless drain on scarce public resources. In a press statement, the NDC it added that the most important thing for government to do right now amid haircuts is a reduction of the size of government. Parliament’s Appointments Committee on Monday, February 20, 2023, started vetting ministers and deputy minister-nominees recently announced by President Nana Addo Dankwa Akufo-Addo. The nominees to appear before the committee include Member of Parliament (MP) for Adansi Asokwa, K.T. Hammond, the Minister-designate for Trade and Industry and the MP for Nhyiaeso, Stephen Amoah (Sticka) who would be serving as his deputy. MP for Abetifi, Bryan Acheampong was also nominated as the Minister for Food and Agriculture while Stephen Asamoah Boateng is going to the Chieftaincy and Religious Affairs Ministry as minister. Karaga MP, Mohammed Amin Adam was named by the president as Minister of State at the Finance Ministry while Herbert Krapah was nominated deputy Minister for Energy.You can also watch this episode of People & Places here: YNA/WA"
83,Upper Manya Krobo NDC executives pay for nomination form for MP to go unopposed,"Upper Manya Krobo constituency executives of the opposition National Democratic Congress,( NDC) in the Eastern region have paid for the parliamentary primaries nomination form for the incumbent member of Parliament Bismark Tetteh Nyarko.The executives presented a GHC6,000 cheque to the MP in this regard, over the weekend.The decision by Upper Manya Krobo NDC executives is to demonstrate further commitment to their overwhelming endorsement of the MP to be retained and go unopposed in this year’s parliamentary primaries for performing above their expectations.Addressing the media after presenting the cheque, the Constituency executives listed a number of projects spanning from Education, Health, road rehabilitations, women empowerment, provision of police stations and streetlights among others executed by the Bismark Tetteh Nyarko from his MP share of the common fund within three years since assuming office.The Constituency communication officer, Kwasi Lawer stated that Bismark Tetteh Nyarko is constructing a maternity and children’s ward at Anyaboni health center, constructing a medical laboratory at Sekesua Health center with state-of-the-art lab equipment.He said the MP also donated GHC12,000 to the Akateng community to complete the health center project the community was undertaking, donated an autoclave, surgical lamps, etc valued at GHC20,000 to Asesewa government hospital.Again, the MP has donated medical equipment such as BP apparatus, thermometers, hand gloves to the Plekumase CHPS compound, donated equipment for the X-Ray department, some essential drugs and a refrigerator for medical storage.He also mentioned that whilst lobbying the central government to construct major roads in the Constituency, the MP has hired grader to rehabilitate some deteriorating roads such as Akatawia to Sekesua road, Summer junction to Breponso -Osonson-Korlenya.Other roads rehabilitated include Brepor-Fefe-Kokoney road, Korhwe-Brepor road, and Odometa road.Aside from these, the MP has constructed culverts on roads such as Sutri-Akwenor, Tibuorso, Bomase-Siblinor, Akrusum, and Akotoe.They said Bismark Tetteh Nyarko has also constructed and repaired many boreholes in Zuyumunor, Sutri-Akwemor, Odometa, and other communities.Alhaji Moro Hankuri, the Upper Manya Krobo Constituency chairman of NDC told the media that they have not breached any constitution of NDC for endorsing the MP since they believe he is the only person who can retain the seat for the party in 2024.He said even though the Constituency is a stronghold of the NDC, the party suffered before retaking the seat from the ruling NPP in 2020 after division caused the NDC to lose the seat to NPP in 2016, therefore, the party will not allow any individual’s parochial interest to repeat same mistake.In response, the Member of Parliament for Upper Manya Krobo Bismark Tetteh Nyarko commended the Constituency executives for reposing confidence in him with their overwhelming endorsement.He assured to do everything possible to retain the seat for the NDC and continue to serve the good people of Upper Manya Krobo.You can also watch this episode of People & Places here:"
84,Bawumia suffered attacks but we’re enjoying fruits of his sacrifices – NPP MP,"Member of Parliament (MP) for Akim Swedru Constituency, Kennedy Osei Nyarko, has mounted a spirited justification for Vice President Dr. Mahamudu Bawumia to be elected flagbearer of the New Patriotic Party (NPP).The lawmaker and former Deputy Minister of Agriculture opined that Dr. Bawumia’s sacrifices and contributions to the party amid attacks and vilification by both the opposition and government are sufficient grounds for him to lead the governing party into the 2024 elections.“He led our 2016 campaign and received all the attacks from our opponents and won us power with a historical margin. He is still receiving attacks for the party and government, and you think I should sidestep him? All the current attacks from the opposition parties are being directed at him just because he has decided to sacrifice himself for the party,” he wrote on Facebook.Kennedy Osei forcefully stated that there are positions being occupied and enjoyed by government appointees under President Nana Addo Dankwa Akufo-Addo that are the results of the sacrifices of Dr. Bawumia, whom he further described as the nemesis of the opposition National Democratic Congress.""Many are today holding different portfolios and positions in this Government because of the work he did for the party then in opposition in 2016. He singlehandedly took the entire NDC government on, both in opposition and in government, so no wonder they are after his head and would prefer that he not be on the NPP’s ticket. He is the greatest nemesis of the biggest opposition party,” he added.This latest endorsement by the Akim Swedru MP adds up to the overwhelming number of NPP parliamentarians who have thrown their weight behind the Vice President ahead of the party’s presidential primaries.Though Dr. Mahamudu Bawumia has not officially declared his intentions to be president, Dr. Gideon Boako, a spokesperson for the Vice President, has stated that the official announcement will be made if the party opens nominations for the primaries.You can also watch this episode of People & Places here:"
85,NPP stockpiling money to win 2024 elections – Prof. Kofi Asiedu alleges,"The Central Regional Chairman of the opposition National Democratic Congress (NDC), Prof. Richard Kofi Asiedu, is claiming that the collapse of banks by the government shows that the governing New Patriotic Party (NPP) is hoarding money to win the 2024 parliamentary and presidential elections.He says money will be used to persuade voters to vote in their favor, but he also says the NDC will take power from the NPP with unity.“NPP will use huge amounts of money in the 2024 general elections to buy votes from electorates but will lose massively in both parliamentary and presidential elections because voters will collect the money and vote against the ruling party,” he disclosed.Prof. Kofi Asiedu made the claim during the groundbreaking ceremony for the construction of an ultra-modern party office in the Abura Asebu Kwamankese (AKK) constituency, as the party in the Central Region launched operation 20 parliamentary seats.He called on Ghanaians and all the NDC members to come together and work hard for the party to win power in 2024.“Removing the NPP from power is a communal labour and not only [the labor of] party executives, and I strongly believe the NDC is moving forward for victory,” Prof. Kofi Asiedu urged.Prof. Kofi Asiedu charged all NDC members, including party executives, never to scam or defraud anyone in the name of the NDC, threatening to expel anyone engaging in such criminal acts.“The negative nature of your actions and attitude will have a negative effect on the party,” Prof. Kofi Asiedu stated.Prof Nana Ama Browne Klutse, a senior lecturer in the Department of Physics at the University of Ghana, who is running for the Abura Asebu Kwamankese (AKK) constituency parliamentary seat, contributed 50 bags of cement to the party's office construction.She charged all NDC members to be vigilant during the counting of the ballot papers to enable the party to win the 2024 general elections.Prof. Browne Klutse appealed to NDC members to forgive one another and join hands to win the AAK seat as well as more seats in the Central Region and the country at large.You can also watch this episode of People & Places here:"
86,I constructed Kumasi Kejetia Market so I’m loved in Ashanti Region - Kojo Bonsu,"Former Mayor of Kumasi, Kojo Bonsu, has said that Kumasi market women and the Ashanti Region love him because he constructed the Kumasi Kejetia Market Phase 1 for them.Speaking on Asempa FM's Ekosii Sen, Kojo Bonsu said many people did not believe the construction of the market was possible, but he did it.“When I go to the market, the market women praise me; they say ‘you are the one we like’ and they praise me for the Kejetia market,” he told Osei Bonsu OB.He explained that many people thought the project was not feasible, and the market women resisted relocation, but he managed to fence the place one night. According to him, the work had started by the time they came.Kojo Bonsu has also said that the party can only win the 2024 general elections with him as the lead candidate and win the Ashanti Region.He said the NDC’s bane over the years has been the votes from the Ashanti Region and he is the best person to curb that.“If I become the flagbearer of the party, the NDC will secure a lot of votes in the Ashanti region. This means I will break the monopoly and split the votes NPP secures in the region. Even today, the market women at Central Market and Kejetia Market are all supporting my presidential bid. The women have said that if I become the leader of the party, they will all vote for me.”“Today they see the vision and plan to develop Kumasi that we had,” he said.Kumasi Youth Association (KUYA) in 2016 awarded Kojo Bonsu for standing out among all former Mayors of the Kumasi Metropolitan Assembly.According to the group, the innovation of the former mayor gave birth to the famous Rattray Park, Kejetia Market and renovated Prempeh Assembly Hall among other equally important monumental infrastructural projects in Kumasi.You can also watch this episode of People & Places here:"
87,NPP grassroots mob Alan Cash with 'one man one vote' chants  at a funeral,"In what appears to be a show of the top vs. the bottom, polling station officers from the Greater Kwahu area stormed the funeral of the late father of the Eastern Regional Chairman of the New Patriotic Party (NPP) to support Alan Kyerematen.Despite several attempts to tame them, over 500 polling station officers spontaneously jumped to join Alan's team in an organic and spontaneous manner.The grassroots, who defied the deliberate attempt to stop the Alan Kyerematen trail after the former Trade Minister, out of respect, allowed the Vice President and the government delegation to greet, stormed the grounds chanting, “One man, one vote” and “It's your time, Alan Cash.""The polling station officers, who constitute over 95% of the electoral college, believe it is time to honour the former Trade Minister after sacrificing for Nana Addo to be elected as the Flagbearer.The Members of Parliament who followed the Vice President were stunned by the massive grassroots support for Alan Kyerematen.In recent times, some Members of Parliament have followed the Vice President to funerals to shore up support after it appeared the grassroots had neglected the Jubilee House candidate, who is being managed and financed by Gabby Asare Darko and Ken Ofori Atta, respectively.You can also watch this episode of People & Places here:"
88,NDC directs Minority caucus in parliament not to approve any of the new ministerial nominees," The National Democratic Congress (NDC) has directed the minority caucus in parliament not to approve any of the new ministerial nominees appointed by the president. According to party, the caucus should rather push for a reduction in the size of government with a view to reduce the needless drain on scarce public resources. In a press statement, the NDC it added that the most important thing for government to do right now amid haircuts is a reduction of the size of government. Parliament’s Appointments Committee will, on Monday, February 20, 2023, start vetting ministers and deputy minister-nominees recently announced by President Nana Addo Dankwa Akufo-Addo. The nominees to appear before the committee include Member of Parliament (MP) for Adansi Asokwa, K.T. Hammond, the Minister-designate for Trade and Industry and the MP for Nhyiaeso, Stephen Amoah (Sticka) who would be serving as his deputy. MP for Abetifi, Bryan Acheampong was also nominated as the Minister for Food and Agriculture while Stephen Asamoah Boateng is going to the Chieftaincy and Religious Affairs Ministry as minister. Karaga MP, Mohammed Amin Adam was named by the president as Minister of State at the Finance Ministry while Herbert Krapah was nominated deputy Minister for Energy. It is based on this that the NDC has cautioned its member against approving new ministerial nominees. “The leadership of the NDC, has, against this backdrop, directed the Minority caucus in Parliament NOT to approve any of the new ministerial nominees and to further push for a reduction in the size of government with a view to reducing the needless drain on scarce public resources. “In this moment of haircuts, the most important thing the government can do is to do a ""governmental  haircut"". Our directive to the minority in parliament, we believe strongly aligns with the genuine sentiments of most Ghanaians,” the statement said.Below is the statement  PRESS RELEASE For Immediate Release February 19, 2023 STATEMENT ON VETTING AND APPROVAL OF NEW MINISTERIAL NOMINEES. The NDC has long expressed concern over the very large size of the current government and shares the views of most Ghanaians, including Civil Society, that it must be reduced bearing in mind the current massive economic mess, the country has been plunged into by the Akufo-Addo/ Bawumia government. Despite numerous appeals, President Akufo Addo has quite characteristically, remained adamant and tone deaf. The leadership of the NDC, has, against this backdrop, directed the Minority caucus in Parliament NOT to approve any of the new ministerial nominees and to further push for a reduction in the size of government with a view to reducing the needless drain on scarce public resources. In this moment of haircuts, the most important thing the government can do is to do a ""governmental  haircut"". Our directive to the minority in parliament, we believe strongly aligns with the genuine sentiments of most Ghanaians. Enough is enough. Signed. Hon. Fifi Fiavi Kwetey General Secretary YNA/DA"
89,Mad rush for Ketu North as nine NDC contenders eye parliamentary seat,"There is a mad rush for the seat of Ketu North after the incumbent Member of Parliament who doubles as the Chairman of the Parliament’s Public Accounts Committee (PAC), Dr. James Klutse Avedzi, indicated he won’t be contesting again.So far nine NDC members have shown interest in following the MP's decision not to contest the seat again, and some of the famous names include former Deputy National Youth Organiser of the party, Edem Agabana, and son of late Kofi Awoonor, Afetsi Awoonor.Aside from these new faces, three people who contested the seat against the incumbent are joining the race again. They are Gabriel Kwamigah Atokple, Wisdom Nyamuame and Don Emmanuel Agbanyo.Here is a profile of the contenders who are set to file their nomination as published by Ghananewsonline.comWe present to you (the delegates) the 9 persons who are likely to appear on the ballot on that but in no particular order of preference:Afetsi Awoonor is an experienced business executive working across the energy, immigration, I.T. and development sectors, with extensive experience in designing and delivering large, complex projects and transactions across sub-Saharan Africa. He has capacity in the field of energy policy and business development in multinational corporations. Passionate about finding solutions that address and lead to the eradication of poverty and regional trade impediments, experienced by start-ups in developing countries. Prolific writer with published articles in the field of energy, regional trade and project finance and literary arts.He is a product of University of the Witwatersrand, S.A where he obtained Certification in Project Management: Results-Based Monitoring and Evaluation in 2019. In the same year he pursued two separate Certifications from Cornell University-USA and – University of Pennsylvania-USA in Contract Law: Structuring Successful Business Deals and Corporate Social Responsibility: A Strategic Approach respectively. Other certificates to his credit are: Master of Advanced Studies, Oil and Gas Management – Graduate Institute Geneva, Switzerland- 2015, Certification, Oil and Gas Management – French Institute of Petroleum, France-2014 and BSc. Bachelor of Science, Business Administration – Central University, Accra, Ghana-2010.Gabriel Kwamigah Atokple also known as Tanko is currently the Business Development Manager of the Zylofon Group. Gabriel Kwabla Kwamigah before his appointment and by dint of hard work and dedication was whisked among other candidates to occupy the position of General Manager of Mercardo.com, an automobile e-commerce – a limited liability company incorporated in Ghana. He is also currently the Chief Executive of Sesi – Edem Company Limited – a company that is into agriculture mechanization services, supply of goods and services, Selling of National Lottery Authority (NLA) products.He was the Country Director of Zylofon Cash for Ghana, United Kingdom and Nigeria, a very sensitive and delicate arm of the Zylofon Group. Prior to this position he was the Head of Research for Zylofon Cash from September 2017 – February 2018, Southern Regional Coordinator from February – May 2018, Ministry of Transport (October 2010 – April 2013), Ministry of Food and Agriculture (2013-2015) and Ministry of Interior (Office of the Chief Director).Gabriel Kwamigah Atokple holds an International Executive MBA in Project Management from the Paris Graduate School of Management. He successfully completed his first degree at the University of Ghana with a BA in Sociology with History. He holds an international certificate in Public- Private Partnership from CITED in Kenya and is an old student of Presbyterian Boys Senior Secondary School, Legon, Accra.Don Emmanuel Agbanyo who described himself as a charismatic leader and Business Founder is Estate Developer with more than ten (10) years’ experience in private and public service. He was the Country Director for Western World Properties, USA 2022, the CEO of Secured Future Group and in June, 2012 he was the Director of Political & Educational Affairs, Faculty Education Network, Ghana (FEN) and became the CEO of Diamond Estate & Construction Ghana Estate Developer, March,2012, Executive Director Castle Gate Estate Ghana Limited, May, 2011.Don Emmanuel Agbanyo holds Master of Arts/Peace, Security and Intelligence Management with the thesis focused on Intelligence Management and the National Security of Ghana: A Case Study of the Intelligence Agencies in Ghana in 2020, PhD Student – Food Security in the area of ensuring food Security in COVID-19 Era in Ghana (Unpublished) University of Food Technologies,Kyiv, 2019, Executive Mini MBA Accra Business Administration, 2019, Bachelor of Law Mouncrest University College, 2016 Bachelor of Arts/Psychology with Sociology University of Ghana, 2012 Dzodze-Penyi Senior Secondary school in 1997 and Dzodze Central Junior Secondary school in 1994.Dr. Donald Senanu Agumenu is an award winning motivational speaker, trainer, an entrepreneur, leadership and management consultant, certified programme planner, editor, peace ambassador, youth empowerment specialist, and currently the Director and CEO of Direct Leadership Institute-a leadership and management training institute, Direct Selling and Marketing Association, Ghana and the Regional Editor, Culture Digest International contested 2016 NDC Parliamentary Primaries in the Akatsi North Constituency. He was the Managing Director for Goldfield Access International (GAI) in charge of the African Market.He holds PhD in Leadership and Management, Master of Business Administration-MBA, Master Project Manager, Certified International Project Manager Certification and also a designation as A Certified Program Planner, Trainer of Trainer in Quality Export Marketing Management, Certified Manager CM, Certified HR Expert, A marketing and Sales Expert and a Fellow to the Institute of Sales and Marketing Management, Chartered Management Institute UK and an Hon Global Advisor and Chartered Fellow to the American Academy of Project Management.Donald has received and built capacity in the area of conflict management, labour and employment law and many others. Coupled with that, he is the representative, Coordinator and an instructor for the Certified Manager Certification Program for the Institute of Certified Professional Managers, James Madison University, USA for West Africa. And he is also the Secretary General, African Project and Program Management Association. He was recently awarded a Professional Service Excellence Award by Rotary International for his contribution to Leadership Education in Africa, held in Abuja Nigeria.Prosper Yao Ledi is the Managing Director for Proko Ghana Limited, a leading construction and engineering firm that he established in Ghana in 1990. He aspires to contribute towards infrastructural development globally and deliver every project to the highest standard with passion and professionalism. He was a Site Engineer at Shalom Indusco Complex Limited (1986 – 1990) and a Technical Assistant at DKS Action Construction Limited (1985 – 1988). Mr Prosper Yao Ledi has a Masters in Project Management from the Accra Institute of Technology (2013), a Postgraduate Diploma in Entrepreneurship from the University of Cape Coast (2010), a Diploma in Human Resource Management from the Ghana Institute of Management and Public Administration (2007), a Diploma in Labour and Mediation from the Ghana Institute of Management and Public Administration (2007) and is currently reading Law.Mr Ledi was previously the Volta Regional Chairman of the Association of Building and Civil Engineering Contractors of Ghana (2010-2018) and currently, the National President of the association to date. He is a Board Member/Secretary of Unity Rural Bank (2010 to date), a Technical Advisor of the Association of Road Contractors Ghana (2016-2020), a Governing Council Member of the Ghana Chamber of Construction Industry (2018 to date), and a Member of the Private Enterprise Federation (2018 to date).Leonard Nyakpo is a self-employed and practicing Chartered Accountant, Chartered Banker, Business Executive in the Financial Services Commerce and Agriculture sectors. Mr. Nyakpo holds Bsc. Administration in Accounting from the University of Ghana Business School and also graduated from the Heriot- Watt University- Edinburgh Business School-UK and MBA from Finance.Edem Agbana is the former Deputy National Youth Organiser of the opposition NDC and the party’s manifesto spokesperson on Youth Development. He emerged from a background of student politics after serving as the SRC president in the University of Ghana. He is co-founder of the United Volunteers Network, an organization that is working to make quality education accessible to rural children in Ghana.Francis Seglah also known as Shakas is a Statistician, Agriculturalist, Rural Development Specialist and Monitoring and Evaluation Specialist. He holds certificate in General Agriculture at Kwadaso Agricultural College, Kumasi in the Ashanti Region, HND Statistics from Accra Polytechnic now Accra Technical University, BSc Statistics with first class honours from UCC, MSc in Agriculture and Rural Development from Hankyong National University at South Korea, MPhil Statistics, UCC and PhD Statistics candidate from UCC, Third year.John Adanu also known as Zewu is a banker and financial analyst with over 15 years’ experience. He has an appreciable working experience in Banking, Auditing & Research; Oil & Gas, Haulage and ICT business. John has worked in various capacities with Standard Chartered Bank Ghana Ltd. He served Standard Chartered Bank franchise in London, India, Kenya, Nigeria and Ghana. John was part of the team that won the Standard Chartered Bank Group Ideal Award.Zewu was among the top talent team by the Standard Chartered Bank group who underwent Gallup training. John Adanu holds MSc. Accounting and Finance -University of Ghana Business School, MSc. Finance (Management Institute of Canada), BSc. Administration (Accounting-First Class) – University of Ghana, a of Association of Chartered Certified Accountants-UK (ACCA), a product St. Paul’s Senior Secondary School-Denu (SPACO) and Afife Dziehe R.C. Junior Secondary School-A fife.YNA/DA"
90,Mahama is making empty promises - Moshake,"A former executive of the Tema East constituency branch of the opposition National Democratic Congress (NDC), Stephen Ashitey Adjei, has accused former President Mahama of using empty promises of juicy appointments to deceive gurus of the party.In the latest of his writings on happenings in the party, Mr. Ashitey Adjei, who is popularly called Moshake, accused the former President of secretly enticing some leading figures of the party with ministerial appointments to win them over.“It is not only Ministerial appointments, even the running mate position, Mr. Mahama is playing lotto with it by promising multiple people that he will make them running Mate,” Moshake wrote.The accusation is the latest by Moshake who has been rubbing Mr. Mahama’s nose into his past mistakes which he says led to the NDC losing power twice in 2016 and 2020.His write-up which is one in a series that he has been putting out since 2020 comes as the NDC slowly builds up toward a congress to elect its flagbearer for the 2024 presidential election.Like all other salvos that Moshake has released, this one is bound to rub Mr. Mahama sore because of the facts that Moshake characteristically laces with his punches.and the write-up is coming at a time that many in the NDC are tired of the Mahama brand and are looking for a fresh face to lead the NDC which has been under the Mahama influence since 2012.The former constituency executive accuses Mr. Mahama of, “promising positions like confetti to NDC gurus just to win their favour for the upcoming presidential primary.”However, he vows that, “no empty promise will yield the loyalties of anybody because every single person in the NDC knows how neglectful John Mahama is. We remember how Mahama snubbed NDC members and appointed strangers like Raymond Atuguba, Nayong Billy Joe Alhassan Azong and others when he became president.”He called on, “all the executives that Mahama has promised the positions to reject his indecent proposal out of hand to show him he John Mahama cannot deceive any NDC guru with the promise of position.”Meanwhile, Moshake has urged the party’s delegates to, “get with the wind of change and vote massively for Dr. Kwabena Duffuor to lead the party in 2024.”"
91,"Broader stakeholder consultation ongoing to fix date for NPP presidential, parliamentary primaries – Ntim","The National Chairman of the governing New Patriotic Party (NPP), Stephen Ntim says the party is currently engaging stakeholders and would very soon come out with a timetable for the conduct of the party’s parliamentary and presidential primaries.According to him, at the party’s last Steering Committee, National Executive Committee and National Council meetings held on 2nd February, 2023, it was resolved that due to the importance of this exercise on the party’s electoral fortunes in 2024, there was the need for the party to build consensus among all relevant stakeholders before deciding on timelines for the conduct of the primaries.“At the right time when a broader stakeholder consultation is done and this decision is eventually taken, the Party would issue appropriate rules and regulations to govern the conduct of these primaries,” Chairman Ntim said while addressing a retreat organized by the Greater Accra Regional NPP Council of Elders at Peduase.He further pleaded with party members to abide by these rules and regulations in the interest of the party.“I wish to reiterate the point that as national officers of the Party, not only are we going to be impartial, but will also ensure a level playing field for all prospective aspirants in the conduct of both the parliamentary and presidential primaries,” he added."
